agent_type,placement_method,game_id,agent_won,turns,agent_hits,agent_sunk,player_hits,player_sunk
random,random,71,false,94,16,4,17,5
random,random,72,true,92,17,5,15,3
random,random,73,false,94,16,4,17,5
random,random,74,true,95,17,5,15,3
random,random,75,true,98,17,5,16,4
random,random,76,false,97,16,4,17,5
random,random,77,false,92,16,4,17,5
random,random,78,true,96,17,5,16,4
random,random,79,true,99,17,5,16,4
random,random,80,true,99,17,5,16,4
random,random,81,true,97,17,5,16,4
random,random,82,false,84,14,2,17,5
random,random,83,true,92,17,5,16,4
random,random,84,true,87,17,5,15,3
random,random,85,true,96,17,5,16,4
random,random,86,false,89,15,4,17,5
random,random,87,false,93,14,3,17,5
random,random,88,false,85,15,3,17,5
random,random,89,true,95,17,5,16,4
random,random,90,true,99,17,5,16,4
random,random,91,true,98,17,5,16,4
random,random,92,false,98,16,4,17,5
random,random,93,true,89,17,5,13,1
random,random,94,true,99,17,5,16,4
random,random,95,false,100,16,4,17,5
random,random,96,true,94,17,5,16,4
random,random,97,true,91,17,5,15,3
random,random,98,false,87,13,2,17,5
random,random,99,false,99,16,4,17,5
random,random,100,false,98,16,4,17,5
random,random,101,true,95,17,5,15,3
random,random,102,false,92,16,4,17,5
random,random,103,false,90,16,4,17,5
random,random,104,true,90,17,5,16,4
random,random,105,false,68,13,2,17,5
random,random,106,true,96,17,5,16,4
random,random,107,false,96,16,4,17,5
random,random,108,false,83,15,3,17,5
random,random,109,false,95,16,4,17,5
random,random,110,false,96,16,4,17,5
random,random,111,false,83,14,3,17,5
random,random,112,false,93,15,4,17,5
random,random,113,true,87,17,5,14,2
random,random,114,false,96,16,4,17,5
random,random,115,true,85,17,5,16,4
random,random,116,true,80,17,5,15,3
random,random,117,false,95,16,4,17,5
random,random,118,false,88,14,2,17,5
random,random,119,false,93,16,4,17,5
random,random,120,true,93,17,5,15,3
random,random,121,false,100,16,4,17,5
random,random,122,true,91,17,5,14,3
random,random,123,false,92,15,4,17,5
random,random,124,true,96,17,5,16,4
random,random,125,true,86,17,5,15,3
random,random,126,false,90,15,3,17,5
random,random,127,true,95,17,5,15,3
random,random,128,false,93,16,4,17,5
random,random,129,true,96,17,5,16,4
random,random,130,true,89,17,5,16,4
random,random,131,true,97,17,5,15,3
random,random,132,true,91,17,5,14,2
random,random,133,false,98,16,4,17,5
random,random,134,true,84,17,5,14,2
random,random,135,true,95,17,5,16,4
random,random,136,true,93,17,5,15,3
random,random,137,false,94,16,4,17,5
random,random,138,true,97,17,5,16,4
random,random,139,true,96,17,5,16,4
random,random,140,false,98,16,4,17,5
random,random,141,false,95,15,3,17,5
random,random,142,true,94,17,5,15,3
random,random,143,true,91,17,5,16,4
random,random,144,false,98,16,4,17,5
random,random,145,true,87,17,5,14,3
random,random,146,true,67,17,5,12,1
random,random,147,true,92,17,5,16,4
random,random,148,true,99,17,5,16,4
random,random,149,false,100,16,4,17,5
random,random,150,false,87,12,1,17,5
random,random,151,false,95,15,4,17,5
random,random,152,false,91,16,4,17,5
random,random,153,true,99,17,5,16,4
random,random,154,false,95,16,4,17,5
random,random,155,false,89,16,4,17,5
random,random,156,true,99,17,5,16,4
random,random,157,false,92,16,4,17,5
random,random,158,false,98,16,4,17,5
random,random,159,true,86,17,5,15,3
random,random,160,false,86,10,2,17,5
random,random,161,false,97,16,4,17,5
random,random,162,true,91,17,5,15,3
random,random,163,true,89,17,5,16,4
random,random,164,false,97,16,4,17,5
random,random,165,false,93,16,4,17,5
random,random,166,true,90,17,5,15,3
random,random,167,true,99,17,5,16,4
random,random,168,false,80,13,2,17,5
random,random,169,true,80,17,5,15,3
random,random,170,true,95,17,5,16,4
random,random,171,false,89,15,3,17,5
random,random,172,false,90,14,3,17,5
random,random,173,false,93,14,2,17,5
random,random,174,false,93,15,4,17,5
random,random,175,true,95,17,5,15,3
random,random,176,false,93,13,3,17,5
random,random,177,false,89,12,1,17,5
random,random,178,false,96,15,3,17,5
random,random,179,false,92,15,3,17,5
random,random,180,false,95,15,3,17,5
random,random,181,true,81,17,5,14,2
random,random,182,false,96,15,3,17,5
random,random,183,true,98,17,5,16,4
random,random,184,false,99,15,3,17,5
random,random,185,true,99,17,5,16,4
random,random,186,false,99,16,4,17,5
random,random,187,true,96,17,5,16,4
random,random,188,false,96,16,4,17,5
random,random,189,false,95,16,4,17,5
random,random,190,false,90,16,4,17,5
random,random,191,true,87,17,5,15,3
random,random,192,false,97,14,2,17,5
random,random,193,true,97,17,5,16,4
random,random,194,true,96,17,5,16,4
random,random,195,false,91,15,3,17,5
random,random,196,false,100,16,4,17,5
random,random,197,false,94,15,3,17,5
random,random,198,false,99,16,4,17,5
random,random,199,true,98,17,5,15,4
random,random,200,false,92,16,4,17,5
random,random,201,true,92,17,5,16,4
random,random,202,false,82,14,3,17,5
random,random,203,false,87,14,2,17,5
random,random,204,false,94,16,4,17,5
random,random,205,false,96,16,4,17,5
random,random,206,true,88,17,5,15,3
random,random,207,true,96,17,5,16,4
random,random,208,true,97,17,5,15,3
random,random,209,false,96,16,4,17,5
random,random,210,true,95,17,5,15,3
random,random,211,false,92,16,4,17,5
random,random,212,false,95,16,4,17,5
random,random,213,false,98,16,4,17,5
random,random,214,true,93,17,5,15,3
random,random,215,false,100,16,4,17,5
random,random,216,false,96,16,4,17,5
random,random,217,false,94,16,4,17,5
random,random,218,true,93,17,5,15,3
random,random,219,true,89,17,5,16,4
random,random,220,false,89,15,3,17,5
random,random,221,false,92,16,4,17,5
random,random,222,true,97,17,5,16,4
random,random,223,false,96,16,4,17,5
random,random,224,false,96,15,3,17,5
random,random,225,false,81,11,1,17,5
random,random,226,false,95,16,4,17,5
random,random,227,false,90,16,4,17,5
random,random,228,false,86,14,3,17,5
random,random,229,true,98,17,5,16,4
random,random,230,false,99,16,4,17,5
random,random,231,false,93,14,2,17,5
random,random,232,false,98,16,4,17,5
random,random,233,true,68,17,5,14,3
random,random,234,true,92,17,5,16,4
random,random,235,true,86,17,5,14,3
random,random,236,true,96,17,5,16,4
random,random,237,true,85,17,5,15,3
random,random,238,false,99,16,4,17,5
random,random,239,true,96,17,5,15,3
random,random,240,true,90,17,5,14,2
random,random,241,true,92,17,5,15,3
random,random,242,false,74,11,1,17,5
random,random,243,false,100,16,4,17,5
random,random,244,true,91,17,5,13,2
random,random,245,true,87,17,5,16,4
random,random,246,false,95,16,4,17,5
random,random,247,false,94,16,4,17,5
random,random,248,true,95,17,5,15,3
random,random,249,true,97,17,5,15,3
random,random,250,true,93,17,5,16,4
random,random,251,true,98,17,5,16,4
random,random,252,false,97,16,4,17,5
random,random,253,false,99,16,4,17,5
random,random,254,false,96,15,4,17,5
random,random,255,true,94,17,5,16,4
random,random,256,false,98,16,4,17,5
random,random,257,false,97,16,4,17,5
random,random,258,false,92,14,2,17,5
random,random,259,true,95,17,5,16,4
random,random,260,false,95,15,4,17,5
random,random,261,false,82,13,1,17,5
random,random,262,false,98,16,4,17,5
random,random,263,true,98,17,5,16,4
random,random,264,false,90,15,3,17,5
random,random,265,true,97,17,5,16,4
random,random,266,false,99,16,4,17,5
random,random,267,false,91,15,3,17,5
random,random,268,false,96,16,4,17,5
random,random,269,false,86,13,2,17,5
random,random,270,false,94,14,2,17,5
random,random,271,false,92,16,4,17,5
random,random,272,true,98,17,5,16,4
random,random,273,true,99,17,5,16,4
random,random,274,false,85,13,1,17,5
random,random,275,false,92,16,4,17,5
random,random,276,true,94,17,5,16,4
random,random,277,false,95,16,4,17,5
random,random,278,false,97,16,4,17,5
random,random,279,true,83,17,5,16,4
random,random,280,true,95,17,5,15,3
random,random,281,true,92,17,5,16,4
random,random,282,true,94,17,5,16,4
random,random,283,true,98,17,5,15,3
random,random,284,true,94,17,5,16,4
random,random,285,true,97,17,5,15,3
random,random,286,false,98,16,4,17,5
random,random,287,false,99,16,4,17,5
random,random,288,false,87,13,3,17,5
random,random,289,true,92,17,5,16,4
random,random,290,false,91,15,3,17,5
random,random,291,false,91,14,2,17,5
random,random,292,true,87,17,5,15,3
random,random,293,true,89,17,5,13,2
random,random,294,false,100,16,4,17,5
random,random,295,false,90,15,3,17,5
random,random,296,true,90,17,5,16,4
random,random,297,true,99,17,5,16,4
random,random,298,false,95,16,4,17,5
random,random,299,false,95,15,3,17,5
random,random,300,false,91,15,3,17,5
random,random,301,true,93,17,5,14,2
random,random,302,false,93,15,3,17,5
random,random,303,false,97,16,4,17,5
random,random,304,false,91,15,3,17,5
random,random,305,false,97,16,4,17,5
random,random,306,false,85,16,4,17,5
random,random,307,false,99,16,4,17,5
random,random,308,true,86,17,5,13,2
random,random,309,false,97,16,4,17,5
random,random,310,false,86,13,2,17,5
random,random,311,true,97,17,5,16,4
random,random,312,true,98,17,5,16,4
random,random,313,false,89,15,3,17,5
random,random,314,false,92,14,3,17,5
random,random,315,false,95,16,4,17,5
random,random,316,true,90,17,5,16,4
random,random,317,false,91,16,4,17,5
random,random,318,false,95,15,3,17,5
random,random,319,false,92,15,3,17,5
random,random,320,false,85,13,3,17,5
random,random,321,true,97,17,5,16,4
random,random,322,true,92,17,5,14,3
random,random,323,true,90,17,5,16,4
random,random,324,false,97,16,4,17,5
random,random,325,true,99,17,5,16,4
random,random,326,false,89,15,3,17,5
random,random,327,true,94,17,5,16,4
random,random,328,false,98,16,4,17,5
random,random,329,true,94,17,5,15,3
random,random,330,true,92,17,5,16,4
random,random,331,true,83,17,5,16,4
random,random,332,true,92,17,5,16,4
random,random,333,true,98,17,5,16,4
random,random,334,true,90,17,5,16,4
random,random,335,false,91,15,3,17,5
random,random,336,true,94,17,5,15,3
random,random,337,false,96,15,3,17,5
random,random,338,true,93,17,5,16,4
random,random,339,true,96,17,5,16,4
random,random,340,true,96,17,5,15,3
random,random,341,false,84,14,2,17,5
random,random,342,false,93,16,4,17,5
random,random,343,false,88,13,1,17,5
random,random,344,false,92,15,3,17,5
random,random,345,false,97,16,4,17,5
random,random,346,true,88,17,5,15,3
random,random,347,true,94,17,5,15,3
random,random,348,true,96,17,5,16,4
random,random,349,true,92,17,5,16,4
random,random,350,true,94,17,5,16,4
random,random,351,false,93,16,4,17,5
random,random,352,true,93,17,5,16,4
random,random,353,true,96,17,5,16,4
random,random,354,false,83,13,3,17,5
random,random,355,true,84,17,5,13,2
random,random,356,true,89,17,5,14,2
random,random,357,false,97,15,3,17,5
random,random,358,true,95,17,5,16,4
random,random,359,true,95,17,5,15,3
random,random,360,false,95,16,4,17,5
random,random,361,false,94,16,4,17,5
random,random,362,false,97,16,4,17,5
random,random,363,true,97,17,5,16,4
random,random,364,true,86,17,5,16,4
random,random,365,true,95,17,5,15,3
random,random,366,true,87,17,5,16,4
random,random,367,false,96,16,4,17,5
random,random,368,false,99,16,4,17,5
random,random,369,false,82,11,2,17,5
random,random,370,true,93,17,5,15,3
random,random,371,true,99,17,5,16,4
random,random,372,false,100,16,4,17,5
random,random,373,false,96,16,4,17,5
random,random,374,false,90,14,2,17,5
random,random,375,false,99,16,4,17,5
random,random,376,false,89,13,2,17,5
random,random,377,true,98,17,5,16,4
random,random,378,false,86,14,2,17,5
random,random,379,false,98,16,4,17,5
random,random,380,false,92,15,3,17,5
random,random,381,true,90,17,5,15,3
random,random,382,true,84,17,5,14,3
random,random,383,false,95,16,4,17,5
random,random,384,true,97,17,5,15,3
random,random,385,false,99,16,4,17,5
random,random,386,false,92,13,1,17,5
random,random,387,true,86,17,5,14,3
random,random,388,false,96,16,4,17,5
random,random,389,false,96,16,4,17,5
random,random,390,true,95,17,5,16,4
random,random,391,false,72,13,2,17,5
random,random,392,true,95,17,5,16,4
random,random,393,true,93,17,5,16,4
random,random,394,false,100,16,4,17,5
random,random,395,true,95,17,5,16,4
random,random,396,true,94,17,5,16,4
random,random,397,false,96,16,4,17,5
random,random,398,false,88,15,3,17,5
random,random,399,false,93,16,4,17,5
random,random,400,true,78,17,5,13,2
random,random,401,true,95,17,5,16,4
random,random,402,true,88,17,5,14,3
random,random,403,false,98,15,4,17,5
random,random,404,false,93,16,4,17,5
random,random,405,true,91,17,5,16,4
random,random,406,true,94,17,5,15,3
random,random,407,true,93,17,5,15,3
random,random,408,false,87,15,3,17,5
random,random,409,false,92,16,4,17,5
random,random,410,false,94,16,4,17,5
random,random,411,false,98,16,4,17,5
random,random,412,false,98,16,4,17,5
random,random,413,false,97,16,4,17,5
random,random,414,true,93,17,5,15,3
random,random,415,true,94,17,5,16,4
random,random,416,true,93,17,5,16,4
random,random,417,true,96,17,5,15,4
random,random,418,true,80,17,5,15,3
random,random,419,true,94,17,5,16,4
random,random,420,false,100,16,4,17,5
random,random,421,false,98,16,4,17,5
random,random,422,false,73,12,2,17,5
random,random,423,true,98,17,5,16,4
random,random,424,true,93,17,5,16,4
random,random,425,false,98,16,4,17,5
random,random,426,true,92,17,5,16,4
random,random,427,false,96,15,3,17,5
random,random,428,false,98,16,4,17,5
random,random,429,true,94,17,5,16,4
random,random,430,true,95,17,5,15,3
random,random,431,false,90,16,4,17,5
random,random,432,false,95,16,4,17,5
random,random,433,false,92,15,4,17,5
random,random,434,true,88,17,5,14,3
random,random,435,true,96,17,5,16,4
random,random,436,true,99,17,5,16,4
random,random,437,false,96,16,4,17,5
random,random,438,true,91,17,5,13,3
random,random,439,true,89,17,5,16,4
random,random,440,false,99,16,4,17,5
random,random,441,false,96,16,4,17,5
random,random,442,true,88,17,5,16,4
random,random,443,true,97,17,5,16,4
random,random,444,false,91,16,4,17,5
random,random,445,true,88,17,5,14,3
random,random,446,true,88,17,5,16,4
random,random,447,true,75,17,5,14,4
random,random,448,false,89,16,4,17,5
random,random,449,true,94,17,5,15,3
random,random,450,true,94,17,5,16,4
random,random,451,true,90,17,5,15,3
random,random,452,false,97,16,4,17,5
random,random,453,true,92,17,5,16,4
random,random,454,false,89,13,2,17,5
random,random,455,true,99,17,5,16,4
random,random,456,true,98,17,5,16,4
random,random,457,true,98,17,5,16,4
random,random,458,false,98,16,4,17,5
random,random,459,true,97,17,5,16,4
random,random,460,false,91,15,3,17,5
random,random,461,true,98,17,5,16,4
random,random,462,false,95,16,4,17,5
random,random,463,true,88,17,5,15,3
random,random,464,true,94,17,5,16,4
random,random,465,false,94,15,3,17,5
random,random,466,false,81,15,3,17,5
random,random,467,false,99,16,4,17,5
random,random,468,false,91,13,2,17,5
random,random,469,true,95,17,5,13,2
random,random,470,true,98,17,5,16,4
random,random,471,false,93,14,3,17,5
random,random,472,false,89,14,2,17,5
random,random,473,true,90,17,5,16,4
random,random,474,false,99,16,4,17,5
random,random,475,true,90,17,5,16,4
random,random,476,false,86,13,2,17,5
random,random,477,true,92,17,5,16,4
random,random,478,true,84,17,5,14,3
random,random,479,true,91,17,5,15,4
random,random,480,false,91,16,4,17,5
random,random,481,false,94,15,3,17,5
random,random,482,false,87,14,2,17,5
random,random,483,true,97,17,5,15,4
random,random,484,true,95,17,5,16,4
random,random,485,true,91,17,5,16,4
random,random,486,false,91,16,4,17,5
random,random,487,true,92,17,5,15,4
random,random,488,true,90,17,5,15,3
random,random,489,false,97,16,4,17,5
random,random,490,true,97,17,5,16,4
random,random,491,false,98,16,4,17,5
random,random,492,true,93,17,5,16,4
random,random,493,false,91,15,3,17,5
random,random,494,true,98,17,5,15,3
random,random,495,false,95,16,4,17,5
random,random,496,true,95,17,5,15,3
random,random,497,false,93,16,4,17,5
random,random,498,false,95,16,4,17,5
random,random,499,true,94,17,5,14,2
random,random,500,false,86,15,3,17,5
random,random,501,true,96,17,5,16,4
random,random,502,false,88,13,3,17,5
random,random,503,false,99,16,4,17,5
random,random,504,false,81,14,3,17,5
random,random,505,true,88,17,5,16,4
random,random,506,true,93,17,5,16,4
random,random,507,false,97,16,4,17,5
random,random,508,false,100,16,4,17,5
random,random,509,true,95,17,5,16,4
random,random,510,false,99,16,4,17,5
random,random,511,true,87,17,5,15,3
random,random,512,true,99,17,5,16,4
random,random,513,false,85,15,3,17,5
random,random,514,false,94,14,3,17,5
random,random,515,true,97,17,5,16,4
random,random,516,false,97,16,4,17,5
random,random,517,true,87,17,5,15,3
random,random,518,true,87,17,5,15,3
random,random,519,true,82,17,5,16,4
random,random,520,true,96,17,5,16,4
random,random,521,true,97,17,5,16,4
random,random,522,false,96,16,4,17,5
random,random,523,true,90,17,5,15,4
random,random,524,false,90,16,4,17,5
random,random,525,true,97,17,5,16,4
random,random,526,true,88,17,5,14,3
random,random,527,false,86,14,2,17,5
random,random,528,true,95,17,5,16,4
random,random,529,true,97,17,5,15,3
random,random,530,true,83,17,5,12,2
random,random,531,false,98,16,4,17,5
random,random,532,false,96,16,4,17,5
random,random,533,true,85,17,5,14,2
random,random,534,false,96,16,4,17,5
random,random,535,true,88,17,5,15,3
random,random,536,true,99,17,5,16,4
random,random,537,true,85,17,5,13,2
random,random,538,true,92,17,5,16,4
random,random,539,false,90,15,3,17,5
random,random,540,true,85,17,5,16,4
random,random,541,true,95,17,5,15,3
random,random,542,true,98,17,5,16,4
random,random,543,false,94,16,4,17,5
random,random,544,false,84,12,2,17,5
random,random,545,false,97,16,4,17,5
random,random,546,false,94,16,4,17,5
random,random,547,true,97,17,5,16,4
random,random,548,true,96,17,5,16,4
random,random,549,true,99,17,5,16,4
random,random,550,true,90,17,5,14,3
random,random,551,false,91,16,4,17,5
random,random,552,true,90,17,5,16,4
random,random,553,false,95,15,3,17,5
random,random,554,true,89,17,5,15,3
random,random,555,true,89,17,5,15,3
random,random,556,false,93,15,4,17,5
random,random,557,false,93,14,2,17,5
random,random,558,false,93,14,2,17,5
random,random,559,false,82,13,2,17,5
random,random,560,true,89,17,5,14,3
random,random,561,false,93,15,3,17,5
random,random,562,false,92,15,3,17,5
random,random,563,true,91,17,5,15,3
random,random,564,false,94,15,4,17,5
random,random,565,false,96,15,3,17,5
random,random,566,false,97,16,4,17,5
random,random,567,false,93,15,3,17,5
random,random,568,false,100,16,4,17,5
random,random,569,false,94,16,4,17,5
random,random,570,false,98,16,4,17,5
random,random,571,true,92,17,5,14,2
random,random,572,true,95,17,5,16,4
random,random,573,false,95,16,4,17,5
random,random,574,true,79,17,5,14,3
random,random,575,true,90,17,5,16,4
random,random,576,true,97,17,5,15,3
random,random,577,true,86,17,5,14,2
random,random,578,true,95,17,5,15,3
random,random,579,true,82,17,5,14,2
random,random,580,true,77,17,5,15,3
random,random,581,false,89,16,4,17,5
random,random,582,true,95,17,5,16,4
random,random,583,true,91,17,5,12,2
random,random,584,true,98,17,5,16,4
random,random,585,true,90,17,5,16,4
random,random,586,true,92,17,5,16,4
random,random,587,true,91,17,5,14,2
random,random,588,false,97,15,3,17,5
random,random,589,true,88,17,5,15,3
random,random,590,false,95,16,4,17,5
random,random,591,true,91,17,5,16,4
random,random,592,false,84,15,3,17,5
random,random,593,false,95,16,4,17,5
random,random,594,false,91,15,3,17,5
random,random,595,false,90,15,3,17,5
random,random,596,false,85,13,3,17,5
random,random,597,true,92,17,5,14,2
random,random,598,false,92,15,4,17,5
random,random,599,true,94,17,5,15,4
random,random,600,false,96,16,4,17,5
random,random,601,true,85,17,5,15,3
random,random,602,false,93,15,3,17,5
random,random,603,false,90,16,4,17,5
random,random,604,true,94,17,5,15,4
random,random,605,false,96,16,4,17,5
random,random,606,false,92,16,4,17,5
random,random,607,false,88,11,1,17,5
random,random,608,true,96,17,5,15,4
random,random,609,false,98,16,4,17,5
random,random,610,false,93,16,4,17,5
random,random,611,true,71,17,5,11,2
random,random,612,false,98,16,4,17,5
random,random,613,true,93,17,5,16,4
random,random,614,true,97,17,5,15,3
random,random,615,true,91,17,5,16,4
random,random,616,false,93,16,4,17,5
random,random,617,false,93,16,4,17,5
random,random,618,true,89,17,5,15,3
random,random,619,false,95,13,2,17,5
random,random,620,false,98,16,4,17,5
random,random,621,false,95,15,3,17,5
random,random,622,false,92,14,3,17,5
random,random,623,true,98,17,5,16,4
random,random,624,false,94,16,4,17,5
random,random,625,true,87,17,5,15,3
random,random,626,false,98,16,4,17,5
random,random,627,true,91,17,5,15,4
random,random,628,false,91,14,2,17,5
random,random,629,true,92,17,5,15,3
random,random,630,false,99,16,4,17,5
random,random,631,false,98,16,4,17,5
random,random,632,true,80,17,5,15,3
random,random,633,false,88,15,3,17,5
random,random,634,false,87,15,3,17,5
random,random,635,false,91,16,4,17,5
random,random,636,true,91,17,5,16,4
random,random,637,true,81,17,5,12,0
random,random,638,false,83,14,3,17,5
random,random,639,false,96,15,4,17,5
random,random,640,true,85,17,5,15,3
random,random,641,false,96,16,4,17,5
random,random,642,true,90,17,5,15,3
random,random,643,false,91,14,3,17,5
random,random,644,true,85,17,5,16,4
random,random,645,false,82,13,2,17,5
random,random,646,true,92,17,5,15,3
random,random,647,true,99,17,5,16,4
random,random,648,false,98,16,4,17,5
random,random,649,false,77,15,4,17,5
random,random,650,false,82,16,4,17,5
random,random,651,true,97,17,5,15,3
random,random,652,true,96,17,5,16,4
random,random,653,false,89,14,2,17,5
random,random,654,true,97,17,5,16,4
random,random,655,false,87,15,3,17,5
random,random,656,true,96,17,5,16,4
random,random,657,false,95,14,2,17,5
random,random,658,true,97,17,5,16,4
random,random,659,false,96,15,3,17,5
random,random,660,true,94,17,5,15,4
random,random,661,true,98,17,5,16,4
random,random,662,true,99,17,5,16,4
random,random,663,false,93,16,4,17,5
random,random,664,false,90,14,2,17,5
random,random,665,false,97,15,3,17,5
random,random,666,false,100,16,4,17,5
random,random,667,true,90,17,5,16,4
random,random,668,false,94,15,3,17,5
random,random,669,true,95,17,5,15,3
random,random,670,true,91,17,5,16,4
random,random,671,true,98,17,5,15,3
random,random,672,true,98,17,5,16,4
random,random,673,true,84,17,5,14,3
random,random,674,true,99,17,5,16,4
random,random,675,true,99,17,5,16,4
random,random,676,false,90,14,2,17,5
random,random,677,false,88,14,2,17,5
random,random,678,true,96,17,5,15,4
random,random,679,false,100,16,4,17,5
random,random,680,false,99,16,4,17,5
random,random,681,true,95,17,5,16,4
random,random,682,true,91,17,5,16,4
random,random,683,false,97,16,4,17,5
random,random,684,false,97,16,4,17,5
random,random,685,false,90,13,2,17,5
random,random,686,true,97,17,5,16,4
random,random,687,true,86,17,5,14,2
random,random,688,true,95,17,5,16,4
random,random,689,false,90,16,4,17,5
random,random,690,true,95,17,5,16,4
random,random,691,false,90,15,3,17,5
random,random,692,true,96,17,5,16,4
random,random,693,false,90,12,2,17,5
random,random,694,false,99,16,4,17,5
random,random,695,false,99,15,3,17,5
random,random,696,false,94,16,4,17,5
random,random,697,true,94,17,5,16,4
random,random,698,false,98,15,4,17,5
random,random,699,false,90,14,2,17,5
random,random,700,false,91,13,2,17,5
random,random,701,true,95,17,5,16,4
random,random,702,false,95,15,4,17,5
random,random,703,false,99,16,4,17,5
random,random,704,true,83,17,5,14,2
random,random,705,true,92,17,5,16,4
random,random,706,false,96,15,3,17,5
random,random,707,true,95,17,5,16,4
random,random,708,true,92,17,5,14,2
random,random,709,false,85,15,3,17,5
random,random,710,true,91,17,5,15,3
random,random,711,false,97,16,4,17,5
random,random,712,false,89,16,4,17,5
random,random,713,true,97,17,5,16,4
random,random,714,false,96,16,4,17,5
random,random,715,false,88,15,3,17,5
random,random,716,true,93,17,5,16,4
random,random,717,false,96,15,3,17,5
random,random,718,false,97,16,4,17,5
random,random,719,true,86,17,5,15,3
random,random,720,true,91,17,5,16,4
random,random,721,true,96,17,5,16,4
random,random,722,true,90,17,5,15,3
random,random,723,false,95,16,4,17,5
random,random,724,true,88,17,5,14,4
random,random,725,false,97,16,4,17,5
random,random,726,false,96,16,4,17,5
random,random,727,true,98,17,5,15,4
random,random,728,false,97,16,4,17,5
random,random,729,false,92,16,4,17,5
random,random,730,false,89,14,2,17,5
random,random,731,true,94,17,5,16,4
random,random,732,false,86,16,4,17,5
random,random,733,false,92,16,4,17,5
random,random,734,false,100,16,4,17,5
random,random,735,true,97,17,5,16,4
random,random,736,true,90,17,5,16,4
random,random,737,true,92,17,5,16,4
random,random,738,true,81,17,5,12,1
random,random,739,false,91,16,4,17,5
random,random,740,false,93,16,4,17,5
random,random,741,true,95,17,5,15,3
random,random,742,false,77,12,1,17,5
random,random,743,false,94,15,3,17,5
random,random,744,true,88,17,5,13,1
random,random,745,true,98,17,5,16,4
random,random,746,false,97,15,3,17,5
random,random,747,true,99,17,5,16,4
random,random,748,false,93,16,4,17,5
random,random,749,false,84,16,4,17,5
random,random,750,true,86,17,5,13,2
random,random,751,false,89,16,4,17,5
random,random,752,true,96,17,5,16,4
random,random,753,false,86,16,4,17,5
random,random,754,false,96,16,4,17,5
random,random,755,true,73,17,5,14,2
random,random,756,false,91,13,2,17,5
random,random,757,true,91,17,5,16,4
random,random,758,true,97,17,5,16,4
random,random,759,false,88,15,4,17,5
random,random,760,false,91,14,2,17,5
random,random,761,false,97,16,4,17,5
random,random,762,true,90,17,5,16,4
random,random,763,false,97,16,4,17,5
random,random,764,true,92,17,5,16,4
random,random,765,false,90,16,4,17,5
random,random,766,true,92,17,5,14,3
random,random,767,true,95,17,5,16,4
random,random,768,true,92,17,5,16,4
random,random,769,false,96,16,4,17,5
random,random,770,true,90,17,5,15,3
random,random,771,true,92,17,5,16,4
